"TOA5","CR10XPBXE 3195","","","","","","TFE_Sation1"
"TIMESTAMP","RECORD","A211_AVG","B279_AVG","A210_AVG"
"TS","RN","","",""
"","","","",""
"2023-06-21 01:15:00",2004,-3.142,34.7,0.014
"2023-06-21 01:30:00",2005,-3.142,34.71,0.016
"2023-06-21 01:45:00",2006,-3.142,34.7,0.014
"2023-06-21 02:00:00",2007,-3.142,34.73,0.016
"2023-06-21 02:15:00",2008,-3.142,34.64,0.005
"2023-06-21 02:30:00",2009,-3.14,34.63,0.005
"2023-06-21 02:45:00",2010,-3.14,34.63,0.011
"2023-06-21 03:00:00",2011,-3.148,34.76,0.008
"2023-06-21 03:15:00",2012,-3.14,34.7,0.005
"2023-06-21 03:30:00",2013,-3.143,34.56,0.016
"2023-06-21 03:45:00",2014,-3.143,34.46,0.011
"2023-06-21 04:00:00",2015,-3.151,34.38,0.008
"2023-06-21 04:15:00",2016,-3.142,34.41,0.011
"2023-06-21 04:30:00",2017,-3.142,34.18,0.011
"2023-06-21 04:45:00",2018,-3.142,34.23,0.016
"2023-06-21 05:00:00",2019,-3.145,34.1,0.003
"2023-06-21 05:15:00",2020,-3.142,34.1,0.008
"2023-06-21 05:30:00",2021,-3.148,33.93,0.014
"2023-06-21 05:45:00",2022,-3.142,33.9,0.011
"2023-06-21 06:00:00",2023,-3.153,33.84,0.011
"2023-06-21 06:15:00",2024,-3.153,33.63,0.011
"2023-06-21 06:30:00",2025,-3.153,33.51,0.003
"2023-06-21 06:45:00",2026,-3.15,33.54,0.011
"2023-06-21 07:00:00",2027,-3.153,33.4,0.005
"2023-06-21 07:15:00",2028,-3.148,33.2,0.003
"2023-06-21 07:30:00",2029,-3.148,33.14,0.011
"2023-06-21 07:45:00",2030,-3.145,33.12,0.008
"2023-06-21 08:00:00",2031,-3.145,32.94,0.003
"2023-06-21 08:15:00",2032,-3.137,33.01,0.008
"2023-06-21 08:30:00",2033,-3.142,32.85,0.011
"2023-06-21 08:45:00",2034,-3.142,32.9,0.005
"2023-06-21 09:00:00",2035,-3.129,32.76,0.005
"2023-06-21 09:15:00",2036,-3.134,32.77,0.008
"2023-06-21 09:30:00",2037,-3.131,32.71,0.005
"2023-06-21 09:45:00",2038,-3.115,32.66,0.005
"2023-06-21 10:00:00",2039,-3.12,32.73,0.008
"2023-06-21 10:15:00",2040,-3.101,32.76,0.003
"2023-06-21 10:30:00",2041,-3.101,32.67,0.014
"2023-06-21 10:45:00",2042,-3.093,32.8,0.011
"2023-06-21 11:00:00",2043,-3.074,32.71,0.003
"2023-06-21 11:15:00",2044,-3.068,32.71,0.008
"2023-06-21 11:30:00",2045,-3.06,32.58,0.019
"2023-06-21 11:45:00",2046,-3.049,32.58,0.019
"2023-06-21 12:00:00",2047,-3.043,32.27,0.016
"2023-06-21 12:15:00",2048,-3.043,32.17,0.022
"2023-06-21 12:30:00",2049,-3.032,32,0.008
"2023-06-21 12:45:00",2050,-3.005,31.9,0.019
"2023-06-21 13:00:00",2051,-2.991,31.7,0.014
"2023-06-21 13:15:00",2052,-2.961,31.47,0.019
"2023-06-21 13:30:00",2053,-2.889,31.3,0.011
"2023-06-21 13:45:00",2054,-2.791,31,0.014
"2023-06-21 14:00:00",2055,-2.683,30.88,0.008
"2023-06-21 14:15:00",2056,-2.593,30,0.019
"2023-06-21 14:30:00",2057,-2.557,29.34,0.014
"2023-06-21 14:45:00",2058,-2.488,28.77,0.022
"2023-06-21 15:00:00",2059,-2.4,28.2,0.016
"2023-06-21 15:15:00",2060,-2.37,27.43,0.011
"2023-06-21 15:30:00",2061,-2.354,26.69,0.011
"2023-06-21 15:45:00",2062,-2.335,25.79,0.022
"2023-06-21 16:00:00",2063,-2.318,24.96,0.011
"2023-06-21 16:15:00",2064,-2.329,23.75,0.008
"2023-06-21 16:30:00",2065,-2.403,22.53,0.019
"2023-06-21 16:45:00",2066,-2.469,21.33,0.016
"2023-06-21 17:00:00",2067,-2.552,20.06,0.022
"2023-06-21 17:15:00",2068,-2.606,18.82,0.014
"2023-06-21 17:30:00",2069,-2.631,17.56,0.011
"2023-06-21 17:45:00",2070,-2.631,16.3,0.019
"2023-06-21 18:00:00",2071,-2.604,14.97,0.011
"2023-06-21 18:15:00",2072,-2.634,13.54,0.014
"2023-06-21 18:30:00",2073,-2.67,11.97,0.016
"2023-06-21 18:45:00",2074,-2.722,10.52,0.016
"2023-06-21 19:00:00",2075,-2.76,9.29,0.016
"2023-06-21 19:15:00",2076,-2.804,8.4,0.014
"2023-06-21 19:30:00",2077,-2.826,7.611,0.008
"2023-06-21 19:45:00",2078,-2.859,6.916,0.011
"2023-06-21 20:00:00",2079,-2.906,6.265,0.019
"2023-06-21 20:15:00",2080,-2.925,5.694,0.008
"2023-06-21 20:30:00",2081,-2.936,5.145,0.019
"2023-06-21 20:45:00",2082,-2.953,4.71,0.016
"2023-06-21 21:00:00",2083,-2.964,4.354,0.014
"2023-06-21 21:15:00",2084,-2.972,4.021,0.014
"2023-06-21 21:30:00",2085,-2.991,3.7,0.022
"2023-06-21 21:45:00",2086,-3.011,3.445,0.016
"2023-06-21 22:00:00",2087,-3.032,3.222,0.019
"2023-06-21 22:15:00",2088,-3.052,3.052,0.019
"2023-06-21 22:30:00",2089,-3.071,2.892,0.016
"2023-06-21 22:45:00",2090,-3.093,2.758,0.019
"2023-06-21 23:00:00",2091,-3.109,2.642,0.014
"2023-06-21 23:15:00",2092,-3.112,2.549,0.019
"2023-06-21 23:30:00",2093,-3.109,2.442,0.019
"2023-06-21 23:45:00",2094,-3.115,2.362,0.016
"2023-06-22 00:00:00",2095,-3.112,1.937,0.016
"2023-06-22 00:15:00",2096,-3.131,1.525,0.022
"2023-06-22 00:30:00",2097,-3.137,1.862,0.022
"2023-06-22 00:45:00",2098,-3.14,1.725,0.022
"2023-06-22 01:00:00",2099,-3.142,1.673,0.019
"2023-06-22 01:15:00",2100,-3.145,1.645,0.019
"2023-06-22 01:30:00",2101,-3.142,1.629,0.014
"2023-06-22 01:45:00",2102,-3.145,1.566,0.016
"2023-06-22 02:00:00",2103,-3.142,1.533,0.025
"2023-06-22 02:15:00",2104,-3.142,1.525,0.027
"2023-06-22 02:30:00",2105,-3.134,1.492,0.019
"2023-06-22 02:45:00",2106,-3.14,1.475,0.016
"2023-06-22 03:00:00",2107,-3.142,1.505,0.011
"2023-06-22 03:15:00",2108,-3.137,1.508,0.011
"2023-06-22 03:30:00",2109,-3.131,1.505,0.011
"2023-06-22 03:45:00",2110,-3.134,1.516,0.014
"2023-06-22 04:00:00",2111,-3.131,1.549,0.016
"2023-06-22 04:15:00",2112,-3.134,1.61,0.011
"2023-06-22 04:30:00",2113,-3.134,1.651,0.025
"2023-06-22 04:45:00",2114,-3.134,1.656,0.016
"2023-06-22 05:00:00",2115,-3.129,1.654,0.022
"2023-06-22 05:15:00",2116,-3.121,1.662,0.008
"2023-06-22 05:30:00",2117,-3.126,1.676,0.016
"2023-06-22 05:45:00",2118,-3.123,1.676,0.022
"2023-06-22 06:00:00",2119,-3.126,1.678,0.003
"2023-06-22 06:15:00",2120,-3.129,1.698,0.016
"2023-06-22 06:30:00",2121,-3.123,1.719,0.008
"2023-06-22 06:45:00",2122,-3.131,1.761,0.014
"2023-06-22 07:00:00",2123,-3.132,1.75,0.014
"2023-06-22 07:15:00",2124,-3.123,1.758,0.014
"2023-06-22 07:30:00",2125,-3.131,0.86,0.014
"2023-06-22 07:45:00",2126,-3.123,0.382,0.014
"2023-06-22 08:00:00",2127,-3.126,0.753,0.011
"2023-06-22 08:15:00",2128,-3.123,0.865,0.011
"2023-06-22 08:30:00",2129,-3.123,0.942,0.014
"2023-06-22 08:45:00",2130,-3.12,0.989,0.011
"2023-06-22 09:00:00",2131,-3.126,1.033,0.014
"2023-06-22 09:15:00",2132,-3.109,1.096,0.014
"2023-06-22 09:30:00",2133,-3.107,1.134,0.011
"2023-06-22 09:45:00",2134,-3.112,1.165,0.014
"2023-06-22 10:00:00",2135,-3.104,1.214,0.008
"2023-06-22 10:15:00",2136,-3.096,1.258,0.005
"2023-06-22 10:30:00",2137,-3.104,1.34,0.005
"2023-06-22 10:45:00",2138,-3.09,1.395,0.011
"2023-06-22 11:00:00",2139,-3.079,1.448,0.005
"2023-06-22 11:15:00",2140,-3.079,1.481,0.008
"2023-06-22 11:30:00",2141,-3.079,1.475,0.005
"2023-06-22 11:45:00",2142,-3.076,1.48,0.014
"2023-06-22 12:00:00",2143,-3.076,1.527,0.011
"2023-06-22 12:15:00",2144,-3.068,1.563,0.005
"2023-06-22 12:30:00",2145,-3.06,1.566,0.022
"2023-06-22 12:45:00",2146,-3.051,1.582,0.016
"2023-06-22 13:00:00",2147,-3.057,1.598,0.008
"2023-06-22 13:15:00",2148,-3.051,1.637,0.008
"2023-06-22 13:30:00",2149,-3.049,1.662,0.011
"2023-06-22 13:45:00",2150,-3.046,1.733,0.011
"2023-06-22 14:00:00",2151,-3.03,1.747,0.016
"2023-06-22 14:15:00",2152,-3.024,1.799,0.014
"2023-06-22 14:30:00",2153,-3.016,1.884,0.016
"2023-06-22 14:45:00",2154,-3.013,1.925,0.022
"2023-06-22 15:00:00",2155,-3.005,1.909,0.016
"2023-06-22 15:15:00",2156,-3.013,1.78,0.008
"2023-06-22 15:30:00",2157,-3.073,101.1,0.011
"2023-06-22 15:45:00",2158,-3.115,133.3,0.005
"2023-06-22 16:00:00",2159,-3.115,136.8,0.016
"2023-06-22 16:15:00",2160,-3.117,138.8,0.011
"2023-06-22 16:30:00",2161,-3.104,139.4,0.014
"2023-06-22 16:45:00",2162,-3.087,136.5,0.014
"2023-06-22 17:00:00",2163,-3.057,137.7,0.011
"2023-06-22 17:15:00",2164,-3.065,136.9,0.011
"2023-06-22 17:30:00",2165,-3.06,76.4,0.008
"2023-06-22 17:45:00",2166,-3.101,134.7,0.016
"2023-06-22 18:00:00",2167,-3.131,117.4,0.011
"2023-06-22 18:15:00",2168,-3.137,107.8,0.014
"2023-06-22 18:30:00",2169,-3.148,104.6,0.014
"2023-06-22 18:45:00",2170,-3.151,106.9,0.005
"2023-06-22 19:00:00",2171,-3.145,103.3,0.016
"2023-06-22 19:15:00",2172,-3.153,99,0.022
"2023-06-22 19:30:00",2173,-3.153,91.4,0.008
"2023-06-22 19:45:00",2174,-3.153,88.1,0.011
"2023-06-22 20:00:00",2175,-3.145,87.8,0.016
"2023-06-22 20:15:00",2176,-3.14,86.8,0.011
"2023-06-22 20:30:00",2177,-3.142,102.9,0.014
"2023-06-22 20:45:00",2178,-3.145,104.5,0.011
"2023-06-22 21:00:00",2179,-3.145,99.3,0.016
"2023-06-22 21:15:00",2180,-3.137,99.4,0.014
"2023-06-22 21:30:00",2181,-3.142,101.3,0.014
"2023-06-22 21:45:00",2182,-3.14,107.9,0.016
"2023-06-22 22:00:00",2183,-3.145,106.5,0.019
"2023-06-22 22:15:00",2184,-3.14,105.8,0.011
"2023-06-22 22:30:00",2185,-3.153,105.5,0.014
"2023-06-22 22:45:00",2186,-3.148,110.1,0.011
"2023-06-22 23:00:00",2187,-3.153,114.2,0.014
"2023-06-22 23:15:00",2188,-3.148,113.3,0.014
"2023-06-22 23:30:00",2189,-3.156,119.3,0.011
"2023-06-22 23:45:00",2190,-3.156,118.1,0.008
"2023-06-23 00:00:00",2191,-3.154,113,0.016
"2023-06-23 00:15:00",2192,-3.148,112.5,0.011
"2023-06-23 00:30:00",2193,-3.156,111.6,0.005
"2023-06-23 00:45:00",2194,-3.153,113.4,0.014
"2023-06-23 01:00:00",2195,-3.154,112.8,0.011
"2023-06-23 01:15:00",2196,-3.156,112.1,0.011
"2023-06-23 01:30:00",2197,-3.154,111.5,0.014
"2023-06-23 01:45:00",2198,-3.156,112.2,0.008
"2023-06-23 02:00:00",2199,-3.151,113.2,0.011
"2023-06-23 02:15:00",2200,-3.148,114.8,0.011
"2023-06-23 02:30:00",2201,-3.148,105,0.011
"2023-06-23 02:45:00",2202,-3.156,157,0.011
"2023-06-23 03:00:00",2203,-3.151,154.1,0.011
"2023-06-23 03:15:00",2204,-3.162,154.6,0.014
"2023-06-23 03:30:00",2205,-3.162,151.1,0.011
"2023-06-23 03:45:00",2206,-3.156,110.2,0.014
"2023-06-23 04:00:00",2207,-3.153,144.7,0.016
"2023-06-23 04:15:00",2208,-3.159,92.5,0.011
"2023-06-23 04:30:00",2209,-3.162,22.3,0.014
"2023-06-23 04:45:00",2210,-3.165,-15.93,0.016
"2023-06-23 05:00:00",2211,-3.162,61.32,0.011
"2023-06-23 05:15:00",2212,-3.162,16.1,0.011
"2023-06-23 05:30:00",2213,-3.153,11.94,0.014
"2023-06-23 05:45:00",2214,-3.156,9.26,0.019
"2023-06-23 06:00:00",2215,-3.162,8.98,0.019
"2023-06-23 06:15:00",2216,-3.159,9.05,0.014
"2023-06-23 06:30:00",2217,-3.164,8.27,0.025
"2023-06-23 06:45:00",2218,-3.154,8.27,0.014
"2023-06-23 07:00:00",2219,-3.162,8.37,0.011
"2023-06-23 07:15:00",2220,-3.153,8.35,0.014
"2023-06-23 07:30:00",2221,-3.162,8.35,0.011
"2023-06-23 07:45:00",2222,-3.156,8.33,0.016
"2023-06-23 08:00:00",2223,-3.148,8.6,0.025
"2023-06-23 08:15:00",2224,-3.145,8.6,0.019
"2023-06-23 08:30:00",2225,-3.145,8.51,0.025
"2023-06-23 08:45:00",2226,-3.14,8.42,0.022
"2023-06-23 09:00:00",2227,-3.145,8.38,0.027
"2023-06-23 09:15:00",2228,-3.143,8.31,0.022
"2023-06-23 09:30:00",2229,-3.134,8.24,0.019
"2023-06-23 09:45:00",2230,-3.14,8.22,0.025
"2023-06-23 10:00:00",2231,-3.129,8.27,0.019
"2023-06-23 10:15:00",2232,-3.134,8.32,0.025
"2023-06-23 10:30:00",2233,-3.134,8.43,0.025
"2023-06-23 10:45:00",2234,-3.129,8.49,0.022
"2023-06-23 11:00:00",2235,-3.123,8.64,0.03
"2023-06-23 11:15:00",2236,-3.115,8.73,0.027
"2023-06-23 11:30:00",2237,-3.126,8.81,0.022
"2023-06-23 11:45:00",2238,-3.104,8.83,0.027
"2023-06-23 12:00:00",2239,-3.109,8.82,0.022
"2023-06-23 12:15:00",2240,-3.101,8.72,0.025
"2023-06-23 12:30:00",2241,-3.095,8.67,0.022
"2023-06-23 12:45:00",2242,-3.087,8.51,0.027
"2023-06-23 13:00:00",2243,-3.095,8.38,0.019
"2023-06-23 13:15:00",2244,-3.093,8.1,0.025
"2023-06-23 13:30:00",2245,-3.093,7.902,0.016
"2023-06-23 13:45:00",2246,-3.076,7.509,0.019
"2023-06-23 14:00:00",2247,-3.068,7.152,0.022
"2023-06-23 14:15:00",2248,-3.054,6.573,0.011
"2023-06-23 14:30:00",2249,-3.046,6.032,0.019
"2023-06-23 14:45:00",2250,-3.038,5.49,0.016
"2023-06-23 15:00:00",2251,-3.035,5.142,0.016
"2023-06-23 15:15:00",2252,-3.007,4.823,0.016
"2023-06-23 15:30:00",2253,-2.955,4.524,0.016
"2023-06-23 15:45:00",2254,-2.898,4.208,0.016
"2023-06-23 16:00:00",2255,-2.812,3.994,0.022
"2023-06-23 16:15:00",2256,-2.76,3.779,0.011
"2023-06-23 16:30:00",2257,-2.733,3.466,0.016
"2023-06-23 16:45:00",2258,-2.725,3.293,0.011
"2023-06-23 17:00:00",2259,-2.736,3.117,0.014
"2023-06-23 17:15:00",2260,-2.752,3.016,0.019
"2023-06-23 17:30:00",2261,-2.796,2.906,0.014
"2023-06-23 17:45:00",2262,-2.845,2.747,0.016
"2023-06-23 18:00:00",2263,-2.873,2.615,0.008
"2023-06-23 18:15:00",2264,-2.928,2.521,0.014
"2023-06-23 18:30:00",2265,-2.964,2.414,0.011
"2023-06-23 18:45:00",2266,-3.002,0.684,0.011
"2023-06-23 19:00:00",2267,-3.041,-0.198,0.008
"2023-06-23 19:15:00",2268,-3.079,-0.286,0.008
"2023-06-23 19:30:00",2269,-3.107,-0.412,0.005
"2023-06-23 19:45:00",2270,-3.109,-0.527,0.008
"2023-06-23 20:00:00",2271,-3.12,-0.61,0.011
"2023-06-23 20:15:00",2272,-3.126,-0.714,0.011
"2023-06-23 20:30:00",2273,-3.126,-0.808,0.014
"2023-06-23 20:45:00",2274,-3.134,-0.879,0.014
"2023-06-23 21:00:00",2275,-3.134,-0.909,0.011
"2023-06-23 21:15:00",2276,-3.134,-0.915,0.005
"2023-06-23 21:30:00",2277,-3.14,-0.934,0.008
"2023-06-23 21:45:00",2278,-3.137,-0.942,0.005
"2023-06-23 22:00:00",2279,-3.151,-0.956,0.011
"2023-06-23 22:15:00",2280,-3.153,-0.961,0.014
"2023-06-23 22:30:00",2281,-3.145,-0.964,0.011
"2023-06-23 22:45:00",2282,-3.145,-0.945,0.011
"2023-06-23 23:00:00",2283,-3.156,-0.939,0.011
"2023-06-23 23:15:00",2284,-3.145,-0.915,0.005
"2023-06-23 23:30:00",2285,-3.154,-0.912,0.005
"2023-06-23 23:45:00",2286,-3.153,-0.901,0.005
"2023-06-24 00:00:00",2287,-3.153,-0.895,0.011
"2023-06-24 00:15:00",2288,-3.153,-0.895,0.008
"2023-06-24 00:30:00",2289,-3.162,-0.832,0.011
"2023-06-24 00:45:00",2290,-3.153,-0.849,0.011
"2023-06-24 01:00:00",2291,-3.167,-0.843,0.014
"2023-06-24 01:15:00",2292,-3.162,-0.843,0.011
"2023-06-24 01:30:00",2293,-3.162,-0.863,0.008
"2023-06-24 01:45:00",2294,-3.162,-0.884,0.011
"2023-06-24 02:00:00",2295,-3.154,-0.871,0.011
"2023-06-24 02:15:00",2296,-3.167,-0.86,0.008
"2023-06-24 02:30:00",2297,-3.164,-0.843,0.011
"2023-06-24 02:45:00",2298,-3.17,-0.832,0.014
"2023-06-24 03:00:00",2299,-3.164,-0.838,0.014
"2023-06-24 03:15:00",2300,-3.164,-0.821,0.011
"2023-06-24 03:30:00",2301,-3.167,-0.794,0.003
"2023-06-24 03:45:00",2302,-3.17,-0.794,0.005
"2023-06-24 04:00:00",2303,-3.167,-0.78,0.005
"2023-06-24 04:15:00",2304,-3.167,-0.755,0.011
"2023-06-24 04:30:00",2305,-3.165,-0.739,0.011
"2023-06-24 04:45:00",2306,-3.167,-0.731,0.011
"2023-06-24 05:00:00",2307,-3.167,-0.742,0.008
"2023-06-24 05:15:00",2308,-3.164,-0.744,0.008
"2023-06-24 05:30:00",2309,-3.162,-0.775,0.005
"2023-06-24 05:45:00",2310,-3.167,-0.78,0.008
"2023-06-24 06:00:00",2311,-3.167,-0.791,0.008
"2023-06-24 06:15:00",2312,-3.178,-0.772,0.008
"2023-06-24 06:30:00",2313,-3.173,-0.761,0.011
"2023-06-24 06:45:00",2314,-3.167,-0.766,0.011
"2023-06-24 07:00:00",2315,-3.165,-0.783,0.014
"2023-06-24 07:15:00",2316,-3.176,-0.783,0.008
"2023-06-24 07:30:00",2317,-3.164,-0.75,0.005
"2023-06-24 07:45:00",2318,-3.153,-0.733,0.005
"2023-06-24 08:00:00",2319,-3.159,-0.739,0.011
"2023-06-24 08:15:00",2320,-3.151,-0.714,0.008
"2023-06-24 08:30:00",2321,-3.143,-0.711,0.011
"2023-06-24 08:45:00",2322,-3.145,-0.692,0.008
"2023-06-24 09:00:00",2323,-3.142,-0.687,0.014
"2023-06-24 09:15:00",2324,-3.137,-0.676,0.005
"2023-06-24 09:30:00",2325,-3.14,-0.681,0.011
"2023-06-24 09:45:00",2326,-3.134,-0.665,0.014
"2023-06-24 10:00:00",2327,-3.126,-0.637,0.019
"2023-06-24 10:15:00",2328,-3.123,-0.626,0.022
"2023-06-24 10:30:00",2329,-3.126,-0.602,0.022
"2023-06-24 10:45:00",2330,-3.123,-0.582,0.008
"2023-06-24 11:00:00",2331,-3.118,-0.56,0.005
"2023-06-24 11:15:00",2332,-3.115,-0.563,0.011
"2023-06-24 11:30:00",2333,-3.101,-0.547,0.022
"2023-06-24 11:45:00",2334,-3.101,-0.53,0.011
"2023-06-24 12:00:00",2335,-3.093,-0.503,0.025
"2023-06-24 12:15:00",2336,-3.087,-0.505,0.011
"2023-06-24 12:30:00",2337,-3.087,-0.503,0.014
"2023-06-24 12:45:00",2338,-3.082,-0.489,0.022
"2023-06-24 13:00:00",2339,-3.073,-0.459,0.016
"2023-06-24 13:15:00",2340,-3.062,-0.431,0.019
"2023-06-24 13:30:00",2341,-3.038,-0.382,0.016
"2023-06-24 13:45:00",2342,-3.024,-0.319,0.022
"2023-06-24 14:00:00",2343,-3.01,-0.31,0.027
"2023-06-24 14:15:00",2344,-2.972,-0.341,0.016
"2023-06-24 14:30:00",2345,-2.911,-0.371,0.027
"2023-06-24 14:45:00",2346,-2.782,-0.415,0.019
"2023-06-24 15:00:00",2347,-2.689,-0.497,0.022
"2023-06-24 15:15:00",2348,-2.585,-0.508,0.016
"2023-06-24 15:30:00",2349,-2.453,-0.577,0.022
"2023-06-24 15:45:00",2350,-2.414,-0.629,0.025
"2023-06-24 16:00:00",2351,-2.398,-0.591,0.022
"2023-06-24 16:15:00",2352,-2.409,-0.618,0.025
"2023-06-24 16:30:00",2353,-2.461,-0.711,0.019
"2023-06-24 16:45:00",2354,-2.477,-0.742,0.016
"2023-06-24 17:00:00",2355,-2.491,-0.846,0.022
"2023-06-24 17:15:00",2356,-2.519,-0.747,0.016
"2023-06-24 17:30:00",2357,-2.596,-0.731,0.016
"2023-06-24 17:45:00",2358,-2.656,-0.698,0.025
"2023-06-24 18:00:00",2359,-2.694,-0.687,0.025
"2023-06-24 18:15:00",2360,-2.736,-0.711,0.025
"2023-06-24 18:30:00",2361,-2.799,-0.698,0.019
"2023-06-24 18:45:00",2362,-2.887,-0.676,0.022
"2023-06-24 19:00:00",2363,-2.98,-0.656,0.019
"2023-06-24 19:15:00",2364,-3.074,-0.645,0.016
"2023-06-24 19:30:00",2365,-3.123,-0.607,0.022
"2023-06-24 19:45:00",2366,-3.142,-0.569,0.011
"2023-06-24 20:00:00",2367,-3.145,-0.538,0.016
"2023-06-24 20:15:00",2368,-3.142,-0.547,0.016
"2023-06-24 20:30:00",2369,-3.148,-0.549,0.019
"2023-06-24 20:45:00",2370,-3.151,-0.555,0.019
"2023-06-24 21:00:00",2371,-3.148,-0.681,0.019
"2023-06-24 21:15:00",2372,-3.156,-0.937,0.016
"2023-06-24 21:30:00",2373,-3.151,-0.975,0.016
"2023-06-24 21:45:00",2374,-3.156,-1.025,0.011
"2023-06-24 22:00:00",2375,-3.148,-1.047,0.022
"2023-06-24 22:15:00",2376,-3.153,-1.036,0.019
"2023-06-24 22:30:00",2377,-3.153,-1.038,0.008
"2023-06-24 22:45:00",2378,-3.151,-1.025,0.014
"2023-06-24 23:00:00",2379,-3.162,-1.005,0.014
"2023-06-24 23:15:00",2380,-3.164,-0.97,0.022
"2023-06-24 23:30:00",2381,-3.159,-0.961,0.014
"2023-06-24 23:45:00",2382,-3.159,-0.945,0.016
"2023-06-25 00:00:00",2383,-3.164,-0.961,0.014
"2023-06-25 00:15:00",2384,-3.167,-0.956,0.016
"2023-06-25 00:30:00",2385,-3.159,-0.95,0.016
"2023-06-25 00:45:00",2386,-3.164,-0.934,0.016
"2023-06-25 01:00:00",2387,-3.162,-0.948,0.011
"2023-06-25 01:15:00",2388,-3.167,-0.945,0.011
"2023-06-25 01:30:00",2389,-3.17,-0.964,0.011
"2023-06-25 01:45:00",2390,-3.167,-0.978,0.019
"2023-06-25 02:00:00",2391,-3.159,-0.986,0.016
"2023-06-25 02:15:00",2392,-3.164,-1.022,0.019
"2023-06-25 02:30:00",2393,-3.167,-1.038,0.011
"2023-06-25 02:45:00",2394,-3.164,-1.09,0.014
"2023-06-25 03:00:00",2395,-3.159,-1.096,0.019
"2023-06-25 03:15:00",2396,-3.164,-1.102,0.011
"2023-06-25 03:30:00",2397,-3.162,-1.107,0.014
"2023-06-25 03:45:00",2398,-3.167,-1.14,0.016
"2023-06-25 04:00:00",2399,-3.164,-1.379,0.011
"2023-06-25 04:15:00",2400,-3.173,-4.651,0.022
"2023-06-25 04:30:00",2401,-3.167,-5.126,0.025
"2023-06-25 04:45:00",2402,-3.164,-5.142,0.014
"2023-06-25 05:00:00",2403,-3.164,-5.06,0.008
"2023-06-25 05:15:00",2404,-3.175,-5.005,0.016
"2023-06-25 05:30:00",2405,-3.17,-4.944,0.019
"2023-06-25 05:45:00",2406,-3.167,-4.895,0.016
"2023-06-25 06:00:00",2407,-3.173,-4.903,0.011
"2023-06-25 06:15:00",2408,-3.162,-4.862,0.011
"2023-06-25 06:30:00",2409,-3.165,-4.873,0.016
"2023-06-25 06:45:00",2410,-3.17,-4.843,0.011
"2023-06-25 07:00:00",2411,-3.173,-4.618,0.016
"2023-06-25 07:15:00",2412,-3.164,-3.964,0.019
"2023-06-25 07:30:00",2413,-3.156,-3.953,0.016
"2023-06-25 07:45:00",2414,-3.159,-3.964,0.022
"2023-06-25 08:00:00",2415,-3.162,-3.958,0.016
"2023-06-25 08:15:00",2416,-3.159,-3.975,0.014
"2023-06-25 08:30:00",2417,-3.145,-3.989,0.014
"2023-06-25 08:45:00",2418,-3.148,-4.016,0.014
"2023-06-25 09:00:00",2419,-3.14,-4.016,0.011
"2023-06-25 09:15:00",2420,-3.131,-4.01,0.019
"2023-06-25 09:30:00",2421,-3.137,-4.013,0.016
"2023-06-25 09:45:00",2422,-3.134,-4.005,0.016
"2023-06-25 10:00:00",2423,-3.129,-4.018,0.022
"2023-06-25 10:15:00",2424,-3.12,-3.964,0.022
"2023-06-25 10:30:00",2425,-3.123,-4.01,0.022
"2023-06-25 10:45:00",2426,-3.104,-4.043,0.016
"2023-06-25 11:00:00",2427,-3.104,-4.106,0.022
"2023-06-25 11:15:00",2428,-3.093,-4.23,0.022
"2023-06-25 11:30:00",2429,-3.09,-4.513,0.025
"2023-06-25 11:45:00",2430,-3.079,-4.672,0.022
"2023-06-25 12:00:00",2431,-3.087,-4.796,0.019
"2023-06-25 12:15:00",2432,-3.065,-4.972,0.022
"2023-06-25 12:30:00",2433,-3.046,-5.18,0.019
"2023-06-25 12:45:00",2434,-3.019,-5.482,0.016
"2023-06-25 13:00:00",2435,-3.002,-5.617,0.019
"2023-06-25 13:15:00",2436,-2.942,-5.732,0.014
"2023-06-25 13:30:00",2437,-2.815,-5.801,0.011
"2023-06-25 13:45:00",2438,-2.648,-5.955,0.022
"2023-06-25 14:00:00",2439,-2.527,-6.031,0.022
"2023-06-25 14:15:00",2440,-2.417,-6.07,0.014
"2023-06-25 14:30:00",2441,-2.296,-6.125,0.011
"2023-06-25 14:45:00",2442,-2.324,-6.24,0.011
"2023-06-25 15:00:00",2443,-2.329,-6.279,0.019
"2023-06-25 15:15:00",2444,-2.216,-6.334,0.016
"2023-06-25 15:30:00",2445,-2.164,-6.43,0.014
"2023-06-25 15:45:00",2446,-2.12,-6.504,0.016
"2023-06-25 16:00:00",2447,-2.079,-6.542,0.011
"2023-06-25 16:15:00",2448,-2.175,45.2,0.014
"2023-06-25 16:30:00",2449,-2.384,49.27,0.014
"2023-06-25 16:45:00",2450,-2.557,49.3,0.011
"2023-06-25 17:00:00",2451,-2.645,49.6,0.011
"2023-06-25 17:15:00",2452,-2.686,50.7,0.016
"2023-06-25 17:30:00",2453,-2.725,51.78,0.008
"2023-06-25 17:45:00",2454,-2.736,53.15,0.011
"2023-06-25 18:00:00",2455,-2.758,54.33,0.011
"2023-06-25 18:15:00",2456,-2.791,56.13,0.011
"2023-06-25 18:30:00",2457,-2.818,57.84,0.008
"2023-06-25 18:45:00",2458,-2.846,58.42,0.011
"2023-06-25 19:00:00",2459,-2.873,59.85,0.005
"2023-06-25 19:15:00",2460,-2.903,61.43,0.003
"2023-06-25 19:30:00",2461,-2.931,62.9,0.008
