"TOA5","CR10XPB_XE1075","","","","","","TFE_WP_Station2"
"TIMESTAMP","RECORD","B289_AVG","B521_AVG","B245_AVG","B105_AVG","B138_AVG","B576_AVG","B133_AVG"
"TS","RN","","","","","","",""
"","","","","","","","",""
"2023-05-27 17:15:00",0,-6.343,9.36,1.134,2.319,2.418,2.542,2.724
"2023-05-27 17:30:00",1,-6.326,9.34,1.123,2.319,2.421,2.542,2.722
"2023-05-27 17:45:00",2,-6.335,9.36,1.154,2.31,2.401,2.52,2.719
"2023-05-27 18:00:00",3,-6.351,9.33,1.151,2.285,2.39,2.515,2.691
"2023-05-27 18:15:00",4,-6.379,9.31,1.151,2.274,2.379,2.504,2.683
"2023-05-27 18:30:00",5,-6.412,9.28,1.14,2.258,2.363,2.498,2.675
"2023-05-27 18:45:00",6,-6.44,9.35,1.154,2.247,2.366,2.473,2.667
"2023-05-27 19:00:00",7,-6.44,9.27,1.154,2.239,2.338,2.457,2.658
"2023-05-27 19:15:00",8,-6.498,9.25,1.157,2.222,2.338,2.454,2.645
"2023-05-27 19:30:00",9,-6.512,9.3,1.182,2.222,2.333,2.46,2.65
"2023-05-27 19:45:00",10,-6.537,9.18,1.204,2.231,2.338,2.465,2.656
"2023-05-27 20:00:00",11,-6.546,9.27,1.206,2.228,2.33,2.454,2.645
"2023-05-27 20:15:00",12,-6.518,9.2,1.251,2.25,2.352,2.468,2.645
"2023-05-27 20:30:00",13,-6.532,9.21,1.256,2.242,2.358,2.471,2.653
"2023-05-27 20:45:00",14,-6.554,9.19,1.364,2.308,2.405,2.521,2.706
"2023-05-27 21:00:00",15,-6.56,9.05,1.309,2.258,2.363,2.482,2.659
"2023-05-27 21:15:00",16,-6.607,9.03,1.303,2.25,2.358,2.471,2.659
"2023-05-27 21:30:00",17,-6.626,8.98,1.309,2.256,2.355,2.471,2.656
"2023-05-27 21:45:00",18,-6.615,9.12,1.317,2.253,2.363,2.485,2.659
"2023-05-27 22:00:00",19,-6.621,9.15,1.314,2.261,2.363,2.477,2.659
"2023-05-27 22:15:00",20,-6.673,8.79,1.336,2.27,2.366,2.488,2.675
"2023-05-27 22:30:00",21,-6.693,9.03,1.339,2.261,2.374,2.488,2.667
"2023-05-27 22:45:00",22,-6.659,9.2,1.35,2.272,2.372,2.49,2.678
"2023-05-27 23:00:00",23,-6.64,9.19,1.369,2.281,2.388,2.499,2.689
"2023-05-27 23:15:00",24,-6.618,9.15,1.339,2.264,2.366,2.49,2.678
"2023-05-27 23:30:00",25,-6.637,9.03,1.356,2.261,2.377,2.496,2.686
"2023-05-27 23:45:00",26,-6.668,9.13,1.422,2.308,2.421,2.54,2.725
"2023-05-28 00:00:00",27,-7.013,8.07,1.447,2.308,2.435,2.551,2.725
"2023-05-28 00:15:00",28,-7.132,8.03,1.524,2.38,2.488,2.601,2.778
"2023-05-28 00:30:00",29,-7.049,8.21,1.441,2.316,2.419,2.543,2.708
"2023-05-28 00:45:00",30,-7.035,8.3,1.4,2.272,2.38,2.496,2.684
"2023-05-28 01:00:00",31,-6.952,8.65,1.347,2.247,2.358,2.474,2.648
"2023-05-28 01:15:00",32,-6.938,8.67,1.322,2.212,2.327,2.446,2.615
"2023-05-28 01:30:00",33,-6.947,8.74,1.314,2.195,2.316,2.432,2.606
"2023-05-28 01:45:00",34,-6.98,8.57,1.306,2.187,2.305,2.419,2.59
"2023-05-28 02:00:00",35,-6.985,8.72,1.303,2.187,2.314,2.427,2.598
"2023-05-28 02:15:00",36,-6.891,8.8,1.331,2.192,2.311,2.427,2.604
"2023-05-28 02:30:00",37,-6.933,8.85,1.303,2.192,2.303,2.424,2.598
"2023-05-28 02:45:00",38,-6.844,9.04,1.342,2.203,2.311,2.438,2.604
"2023-05-28 03:00:00",39,-6.811,9.05,1.345,2.198,2.311,2.435,2.598
"2023-05-28 03:15:00",40,-6.795,9.07,1.386,2.231,2.341,2.463,2.628
"2023-05-28 03:30:00",41,-6.872,9.02,1.397,2.234,2.35,2.474,2.634
"2023-05-28 03:45:00",42,-6.872,8.98,1.447,2.272,2.399,2.504,2.678
"2023-05-28 04:00:00",43,-6.828,8.56,1.392,2.239,2.344,2.468,2.639
"2023-05-28 04:15:00",44,-6.808,8.78,1.4,2.239,2.35,2.466,2.637
"2023-05-28 04:30:00",45,-6.814,8.74,1.405,2.242,2.352,2.471,2.656
"2023-05-28 04:45:00",46,-6.8,8.68,1.494,2.314,2.443,2.551,2.714
"2023-05-28 05:00:00",47,-6.781,8.74,1.483,2.297,2.427,2.554,2.725
"2023-05-28 05:15:00",48,-6.715,8.84,1.427,2.25,2.38,2.507,2.684
"2023-05-28 05:30:00",49,-6.734,8.76,1.524,2.314,2.432,2.557,2.728
"2023-05-28 05:45:00",50,-6.72,8.84,1.516,2.3,2.424,2.54,2.728
"2023-05-28 06:00:00",51,-6.695,8.79,1.588,2.347,2.471,2.59,2.766
"2023-05-28 06:15:00",52,-6.693,8.83,1.648,2.391,2.518,2.637,2.802
"2023-05-28 06:30:00",53,-6.704,8.79,1.612,2.374,2.479,2.612,2.786
"2023-05-28 06:45:00",54,-6.72,8.95,1.646,2.391,2.51,2.628,2.797
"2023-05-28 07:00:00",55,-6.715,8.93,1.67,2.399,2.529,2.648,2.811
"2023-05-28 07:15:00",56,-6.706,8.89,1.759,2.474,2.593,2.703,2.874
"2023-05-28 07:30:00",57,-6.676,8.81,1.648,2.377,2.504,2.628,2.797
"2023-05-28 07:45:00",58,-6.626,8.94,1.651,2.377,2.518,2.631,2.808
"2023-05-28 08:00:00",59,-6.615,8.68,1.72,2.435,2.565,2.695,2.858
"2023-05-28 08:15:00",60,-6.585,8.19,1.803,2.512,2.642,2.744,2.91
"2023-05-28 08:30:00",61,-6.554,8.25,1.938,2.601,2.733,2.844,3.026
"2023-05-28 08:45:00",62,-6.513,8.29,1.935,2.606,2.733,2.852,3.023
"2023-05-28 09:00:00",63,-6.483,8.32,1.96,2.637,2.764,2.88,3.048
"2023-05-28 09:15:00",64,-6.458,8.38,2.068,2.7,2.833,2.965,3.131
"2023-05-28 09:30:00",65,-6.441,8.44,2.032,2.695,2.819,2.932,3.095
"2023-05-28 09:45:00",66,-6.405,8.49,2.087,2.733,2.847,2.706,3.076
"2023-05-28 10:00:00",67,-6.345,8.56,2.167,2.802,2.913,3.026,3.197
"2023-05-28 10:15:00",68,-6.328,8.59,2.292,2.896,3.009,3.117,3.294
"2023-05-28 10:30:00",69,-6.323,8.65,2.231,2.858,2.96,3.087,3.247
"2023-05-28 10:45:00",70,-6.303,8.71,2.203,2.83,2.954,3.051,3.23
"2023-05-28 11:00:00",71,-6.295,8.76,2.217,2.844,2.96,3.073,3.228
"2023-05-28 11:15:00",72,-6.275,8.82,2.242,2.871,2.99,3.095,3.255
"2023-05-28 11:30:00",73,-6.259,8.87,2.3,2.926,3.02,3.139,3.321
"2023-05-28 11:45:00",74,-6.27,8.86,2.402,2.998,3.106,3.216,3.374
"2023-05-28 12:00:00",75,-6.269,8.89,2.471,3.059,3.155,3.263,3.42
"2023-05-28 12:15:00",76,-6.28,8.91,2.457,3.048,3.144,3.26,3.429
"2023-05-28 12:30:00",77,-6.266,9.01,2.46,3.061,3.161,3.274,3.431
"2023-05-28 12:45:00",78,-6.293,9.06,2.459,3.053,3.149,3.268,3.436
"2023-05-28 13:00:00",79,-6.288,9.18,2.512,3.105,3.194,3.307,3.472
"2023-05-28 13:15:00",80,-6.255,9.22,2.545,3.133,3.21,3.323,3.497
"2023-05-28 13:30:00",81,-6.268,9.25,2.575,3.169,3.235,3.354,3.519
"2023-05-28 13:45:00",82,-6.265,9.27,2.583,3.188,3.262,3.373,3.549
"2023-05-28 14:00:00",83,-6.268,9.39,2.517,3.152,3.224,3.342,3.514
"2023-05-28 14:15:00",84,-6.279,9.45,2.539,3.171,3.249,3.337,3.514
"2023-05-28 14:30:00",85,-6.298,9.48,2.581,3.199,3.271,3.373,3.53
"2023-05-28 14:45:00",86,-6.337,9.44,2.492,3.157,3.232,3.331,3.5
"2023-05-28 15:00:00",87,-6.37,9.46,2.465,3.155,3.221,3.334,3.486
"2023-05-28 15:15:00",88,-6.401,9.46,2.341,3.061,3.13,3.238,3.417
"2023-05-28 15:30:00",89,-6.439,9.41,2.225,2.984,3.05,3.152,3.337
"2023-05-28 15:45:00",90,-6.475,9.34,2.28,3.009,3.044,3.141,3.309
"2023-05-28 16:00:00",91,-6.489,9.36,2.186,2.975,2.989,3.075,3.243
"2023-05-28 16:15:00",92,-6.533,9.14,2.227,2.981,2.989,3.089,3.249
"2023-05-28 16:30:00",93,-6.597,8.47,2.128,2.926,2.942,3.02,3.188
"2023-05-28 16:45:00",94,-6.63,8.72,2.001,2.829,2.851,2.926,3.091
"2023-05-28 17:00:00",95,-6.655,8.83,2.012,2.799,2.81,2.89,3.078
"2023-05-28 17:15:00",96,-6.677,8.82,2.023,2.777,2.799,2.873,3.061
"2023-05-28 17:30:00",97,-6.685,8.84,2.026,2.763,2.785,2.865,3.05
"2023-05-28 17:45:00",98,-6.683,8.83,2.001,2.727,2.752,2.84,3.017
"2023-05-28 18:00:00",99,-6.689,8.84,1.968,2.694,2.733,2.816,3.001
"2023-05-28 18:15:00",100,-6.705,8.74,1.988,2.68,2.725,2.827,2.992
"2023-05-28 18:30:00",101,-6.722,8.72,1.979,2.658,2.708,2.821,2.979
"2023-05-28 18:45:00",102,-6.725,8.67,1.952,2.642,2.686,2.788,2.973
"2023-05-28 19:00:00",103,-6.703,8.67,1.938,2.617,2.664,2.774,2.954
"2023-05-28 19:15:00",104,-6.689,8.75,1.941,2.603,2.661,2.761,2.937
"2023-05-28 19:30:00",105,-6.712,8.69,1.922,2.581,2.642,2.747,2.932
"2023-05-28 19:45:00",106,-6.706,8.65,1.922,2.57,2.634,2.739,2.902
"2023-05-28 20:00:00",107,-6.693,8.71,1.933,2.562,2.62,2.739,2.91
"2023-05-28 20:15:00",108,-6.701,8.65,1.908,2.548,2.606,2.725,2.891
"2023-05-28 20:30:00",109,-6.698,8.65,1.916,2.559,2.609,2.714,2.896
"2023-05-28 20:45:00",110,-6.662,8.61,1.933,2.548,2.62,2.725,2.891
"2023-05-28 21:00:00",111,-6.635,8.59,1.933,2.548,2.609,2.72,2.893
"2023-05-28 21:15:00",112,-6.632,8.59,1.955,2.554,2.606,2.708,2.893
"2023-05-28 21:30:00",113,-6.604,8.61,1.969,2.565,2.623,2.733,2.899
"2023-05-28 21:45:00",114,-6.596,8.66,1.985,2.565,2.626,2.739,2.902
"2023-05-28 22:00:00",115,-6.585,8.61,2.004,2.562,2.628,2.736,2.91
"2023-05-28 22:15:00",116,-6.585,8.59,2.057,2.615,2.681,2.783,2.949
"2023-05-28 22:30:00",117,-6.585,8.62,2.043,2.598,2.653,2.766,2.943
"2023-05-28 22:45:00",118,-6.585,8.57,2.04,2.606,2.656,2.769,2.946
"2023-05-28 23:00:00",119,-6.577,8.62,2.038,2.59,2.651,2.761,2.935
"2023-05-28 23:15:00",120,-6.56,8.65,2.082,2.615,2.692,2.797,2.957
"2023-05-28 23:30:00",121,-6.554,8.62,2.087,2.612,2.695,2.8,2.974
"2023-05-28 23:45:00",122,-6.599,8.62,2.082,2.631,2.692,2.802,2.971
"2023-05-29 00:00:00",123,-6.601,8.64,2.087,2.612,2.695,2.805,2.962
"2023-05-29 00:15:00",124,-6.607,8.58,2.054,2.593,2.67,2.783,2.951
"2023-05-29 00:30:00",125,-6.624,8.62,2.068,2.606,2.681,2.794,2.968
"2023-05-29 00:45:00",126,-6.635,8.53,2.06,2.598,2.678,2.791,2.963
"2023-05-29 01:00:00",127,-6.626,8.63,2.073,2.601,2.684,2.802,2.971
"2023-05-29 01:15:00",128,-6.629,8.59,2.06,2.595,2.673,2.786,2.957
"2023-05-29 01:30:00",129,-6.632,8.66,2.068,2.609,2.686,2.8,2.974
"2023-05-29 01:45:00",130,-6.629,8.62,2.068,2.595,2.681,2.794,2.957
"2023-05-29 02:00:00",131,-6.637,8.61,2.06,2.593,2.673,2.786,2.957
"2023-05-29 02:15:00",132,-6.626,8.64,2.073,2.598,2.678,2.786,2.957
"2023-05-29 02:30:00",133,-6.643,8.66,2.073,2.595,2.67,2.786,2.957
"2023-05-29 02:45:00",134,-6.648,8.67,2.085,2.604,2.689,2.808,2.982
"2023-05-29 03:00:00",135,-6.643,8.71,2.162,2.67,2.753,2.869,3.032
"2023-05-29 03:15:00",136,-6.629,8.72,2.148,2.653,2.742,2.863,3.018
"2023-05-29 03:30:00",137,-6.629,8.77,2.17,2.642,2.75,2.866,3.009
"2023-05-29 03:45:00",138,-6.648,8.73,2.187,2.675,2.761,2.874,3.04
"2023-05-29 04:00:00",139,-6.632,8.75,2.22,2.7,2.783,2.899,3.073
"2023-05-29 04:15:00",140,-6.629,8.73,2.167,2.653,2.742,2.849,3.009
"2023-05-29 04:30:00",141,-6.665,8.7,2.159,2.653,2.733,2.844,3.007
"2023-05-29 04:45:00",142,-6.673,8.71,2.148,2.631,2.72,2.833,3.007
"2023-05-29 05:00:00",143,-6.673,8.71,2.245,2.706,2.805,2.91,3.07
"2023-05-29 05:15:00",144,-6.698,8.65,2.178,2.653,2.744,2.863,3.023
"2023-05-29 05:30:00",145,-6.701,8.65,2.173,2.648,2.739,2.858,3.012
"2023-05-29 05:45:00",146,-6.701,8.69,2.181,2.648,2.742,2.86,3.02
"2023-05-29 06:00:00",147,-6.745,8.62,2.173,2.645,2.733,2.844,3.007
"2023-05-29 06:15:00",148,-6.764,8.65,2.17,2.645,2.731,2.833,3.001
"2023-05-29 06:30:00",149,-6.759,8.59,2.17,2.631,2.728,2.841,3.012
"2023-05-29 06:45:00",150,-6.762,8.84,2.156,2.631,2.728,2.833,3.004
"2023-05-29 07:00:00",151,-6.778,8.96,2.167,2.631,2.728,2.838,3.001
"2023-05-29 07:15:00",152,-6.803,9.1,2.178,2.637,2.728,2.847,3.015
"2023-05-29 07:30:00",153,-6.814,9.15,2.17,2.634,2.742,2.841,3.015
"2023-05-29 07:45:00",154,-6.789,9.16,2.214,2.667,2.764,2.885,3.043
"2023-05-29 08:00:00",155,-6.786,9.24,2.308,2.747,2.847,2.96,3.112
"2023-05-29 08:15:00",156,-6.795,9.32,2.333,2.753,2.858,2.979,3.134
"2023-05-29 08:30:00",157,-6.795,9.4,2.355,2.786,2.888,2.993,3.161
"2023-05-29 08:45:00",158,-6.795,9.48,2.435,2.847,2.951,3.07,3.219
"2023-05-29 09:00:00",159,-6.809,9.54,2.529,2.921,3.04,3.139,3.299
"2023-05-29 09:15:00",160,-6.844,9.56,2.573,2.963,3.051,3.178,3.33
"2023-05-29 09:30:00",161,-6.853,9.6,2.524,2.929,3.029,3.136,3.302
"2023-05-29 09:45:00",162,-6.875,9.62,2.568,2.963,3.065,3.172,3.335
"2023-05-29 10:00:00",163,-6.886,9.65,2.593,2.985,3.081,3.197,3.349
"2023-05-29 10:15:00",164,-6.913,9.72,2.628,3.012,3.12,3.225,3.371
"2023-05-29 10:30:00",165,-6.974,9.74,2.758,3.125,3.217,3.33,3.49
"2023-05-29 10:45:00",166,-7.087,9.78,2.808,3.17,3.269,3.366,3.52
"2023-05-29 11:00:00",167,-7.162,9.86,2.858,3.211,3.31,3.41,3.548
"2023-05-29 11:15:00",168,-7.214,9.9,2.841,3.208,3.296,3.407,3.553
"2023-05-29 11:30:00",169,-7.258,9.99,2.813,3.186,3.283,3.387,3.548
"2023-05-29 11:45:00",170,-6.518,10.05,2.835,3.2,3.291,3.387,3.542
"2023-05-29 12:00:00",171,-6.543,10.12,2.888,3.235,3.332,3.431,3.591
"2023-05-29 12:15:00",172,-6.584,10.16,2.945,3.282,3.371,3.475,3.619
"2023-05-29 12:30:00",173,-6.606,10.19,2.954,3.307,3.384,3.492,3.641
"2023-05-29 12:45:00",174,-6.639,10.23,3.028,3.362,3.453,3.547,3.705
"2023-05-29 13:00:00",175,-6.7,10.29,3.034,3.373,3.453,3.553,3.707
"2023-05-29 13:15:00",176,-6.752,10.35,3.072,3.409,3.489,3.577,3.746
"2023-05-29 13:30:00",177,-6.879,10.4,3.183,3.497,3.569,3.677,3.834
"2023-05-29 13:45:00",178,-7.119,10.39,3.042,3.392,3.467,3.564,3.724
"2023-05-29 14:00:00",179,-7.29,10.46,3.044,3.389,3.456,3.561,3.729
"2023-05-29 14:15:00",180,-7.411,10.51,3.127,3.456,3.53,3.621,3.779
"2023-05-29 14:30:00",181,-7.632,10.46,3.177,3.514,3.569,3.671,3.839
"2023-05-29 14:45:00",182,-7.768,10.49,3.034,3.406,3.473,3.564,3.724
"2023-05-29 15:00:00",183,-7.878,10.52,2.981,3.357,3.434,3.531,3.682
"2023-05-29 15:15:00",184,-8.02,10.54,2.953,3.334,3.409,3.508,3.674
"2023-05-29 15:30:00",185,-8.19,10.53,2.934,3.326,3.398,3.497,3.643
"2023-05-29 15:45:00",186,-8.31,10.63,2.915,3.287,3.359,3.472,3.627
"2023-05-29 16:00:00",187,-8.4,10.66,2.904,3.271,3.345,3.464,3.616
"2023-05-29 16:15:00",188,-8.5,10.67,2.879,3.26,3.329,3.448,3.594
"2023-05-29 16:30:00",189,-8.57,10.62,2.868,3.246,3.304,3.426,3.58
"2023-05-29 16:45:00",190,-8.65,10.61,2.763,3.166,3.224,3.335,3.503
"2023-05-29 17:00:00",191,-8.71,10.64,2.727,3.128,3.186,3.296,3.47
"2023-05-29 17:15:00",192,-8.77,10.54,2.711,3.108,3.161,3.277,3.445
"2023-05-29 17:30:00",193,-8.96,9.79,2.816,3.191,3.255,3.351,3.517
"2023-05-29 17:45:00",194,-9.09,9.57,2.736,3.119,3.177,3.293,3.445
"2023-05-29 18:00:00",195,-9.18,9.29,2.645,3.05,3.089,3.205,3.365
"2023-05-29 18:15:00",196,-9.22,9.42,2.6,3.012,3.056,3.166,3.34
"2023-05-29 18:30:00",197,-9.27,9.31,2.565,2.965,3.003,3.111,3.282
"2023-05-29 18:45:00",198,-9.29,9.31,2.531,2.926,2.973,3.086,3.238
"2023-05-29 19:00:00",199,-9.38,9.12,2.507,2.896,2.937,3.048,3.211
"2023-05-29 19:15:00",200,-9.49,8.99,2.471,2.863,2.91,3.02,3.189
"2023-05-29 19:30:00",201,-9.28,8.94,2.496,2.866,2.918,3.015,3.192
"2023-05-29 19:45:00",202,-9.23,9.03,2.438,2.822,2.869,2.979,3.153
"2023-05-29 20:00:00",203,-9.16,9.08,2.397,2.789,2.838,2.938,3.114
"2023-05-29 20:15:00",204,-9.11,9.03,2.388,2.766,2.822,2.938,3.112
"2023-05-29 20:30:00",205,-8.77,8.87,2.399,2.775,2.824,2.943,3.112
"2023-05-29 20:45:00",206,-8.44,8.49,2.385,2.761,2.813,2.929,3.109
"2023-05-29 21:00:00",207,-6.731,7.938,2.388,2.747,2.802,2.924,3.078
"2023-05-29 21:15:00",208,-6.521,8.25,2.385,2.744,2.794,2.902,3.07
"2023-05-29 21:30:00",209,-6.646,8.45,2.344,2.708,2.766,2.871,3.045
"2023-05-29 21:45:00",210,-6.712,8.54,2.308,2.681,2.728,2.838,3.012
"2023-05-29 22:00:00",211,-6.764,8.54,2.289,2.664,2.72,2.83,2.99
"2023-05-29 22:15:00",212,-6.828,8.59,2.297,2.662,2.714,2.824,2.998
"2023-05-29 22:30:00",213,-6.836,8.71,2.292,2.651,2.711,2.816,2.985
"2023-05-29 22:45:00",214,-6.875,8.76,2.283,2.642,2.7,2.808,2.982
"2023-05-29 23:00:00",215,-6.866,8.82,2.272,2.639,2.686,2.802,2.979
"2023-05-29 23:15:00",216,-6.842,8.87,2.339,2.681,2.742,2.852,3.012
"2023-05-29 23:30:00",217,-6.855,8.88,2.308,2.656,2.722,2.83,2.998
"2023-05-29 23:45:00",218,-6.817,8.93,2.294,2.645,2.7,2.813,2.974
"2023-05-30 00:00:00",219,-6.786,9.03,2.308,2.639,2.711,2.827,2.96
"2023-05-30 00:15:00",220,-6.748,9.06,2.33,2.673,2.731,2.849,3.007
"2023-05-30 00:30:00",221,-6.75,9.19,2.319,2.662,2.731,2.83,3.001
"2023-05-30 00:45:00",222,-6.734,9.1,2.33,2.667,2.742,2.847,3.007
"2023-05-30 01:00:00",223,-6.717,9.02,2.319,2.653,2.722,2.835,2.987
"2023-05-30 01:15:00",224,-6.651,9.4,2.311,2.651,2.722,2.835,2.987
"2023-05-30 01:30:00",225,-6.643,9.34,2.303,2.656,2.722,2.833,2.993
"2023-05-30 01:45:00",226,-6.64,9.41,2.308,2.656,2.722,2.83,2.99
"2023-05-30 02:00:00",227,-6.601,9.44,2.289,2.637,2.706,2.819,2.985
"2023-05-30 02:15:00",228,-6.593,9.47,2.41,2.725,2.816,2.932,3.087
"2023-05-30 02:30:00",229,-6.59,9.48,2.402,2.728,2.811,2.938,3.089
"2023-05-30 02:45:00",230,-6.59,9.54,2.568,2.869,2.96,3.076,3.219
"2023-05-30 03:00:00",231,-6.59,9.39,2.485,2.794,2.902,3.021,3.178
"2023-05-30 03:15:00",232,-6.563,9.56,2.46,2.772,2.877,2.985,3.136
"2023-05-30 03:30:00",233,-6.593,9.53,2.419,2.761,2.847,2.96,3.12
"2023-05-30 03:45:00",234,-6.621,9.48,2.41,2.744,2.836,2.94,3.106
"2023-05-30 04:00:00",235,-6.624,9.51,2.402,2.736,2.827,2.932,3.095
"2023-05-30 04:15:00",236,-6.654,9.38,2.383,2.711,2.819,2.921,3.078
"2023-05-30 04:30:00",237,-6.643,9.59,2.319,2.662,2.764,2.869,3.029
"2023-05-30 04:45:00",238,-6.635,9.6,2.272,2.628,2.717,2.825,2.985
"2023-05-30 05:00:00",239,-6.651,9.58,2.261,2.617,2.703,2.819,2.963
"2023-05-30 05:15:00",240,-6.712,9.56,2.264,2.62,2.689,2.819,2.976
"2023-05-30 05:30:00",241,-6.701,9.74,2.253,2.607,2.689,2.792,2.968
"2023-05-30 05:45:00",242,-6.685,9.61,2.372,2.709,2.797,2.905,3.062
"2023-05-30 06:00:00",243,-6.721,9.63,2.281,2.637,2.725,2.847,2.99
"2023-05-30 06:15:00",244,-6.71,9.69,2.264,2.607,2.692,2.808,2.968
"2023-05-30 06:30:00",245,-6.749,9.62,2.242,2.604,2.695,2.8,2.966
"2023-05-30 06:45:00",246,-6.743,9.69,2.267,2.62,2.703,2.825,2.979
"2023-05-30 07:00:00",247,-6.746,9.68,2.253,2.604,2.698,2.808,2.971
"2023-05-30 07:15:00",248,-6.74,9.78,2.256,2.609,2.706,2.814,2.977
"2023-05-30 07:30:00",249,-6.718,9.86,2.273,2.632,2.736,2.836,3.018
"2023-05-30 07:45:00",250,-6.74,9.89,2.295,2.645,2.761,2.863,3.026
"2023-05-30 08:00:00",251,-6.734,9.93,2.311,2.662,2.767,2.883,3.051
"2023-05-30 08:15:00",252,-6.734,9.99,2.333,2.687,2.797,2.905,3.076
"2023-05-30 08:30:00",253,-6.742,10,2.333,2.686,2.789,2.907,3.054
"2023-05-30 08:45:00",254,-6.762,10.1,2.361,2.703,2.813,2.929,3.078
"2023-05-30 09:00:00",255,-6.75,10.24,2.396,2.731,2.844,2.957,3.098
"2023-05-30 09:15:00",256,-6.734,10.35,2.441,2.772,2.888,3.001,3.142
"2023-05-30 09:30:00",257,-6.726,10.39,2.493,2.822,2.921,3.043,3.189
"2023-05-30 09:45:00",258,-6.69,10.45,2.565,2.88,2.979,3.103,3.247
"2023-05-30 10:00:00",259,-6.657,10.52,2.648,2.946,3.059,3.161,3.305
"2023-05-30 10:15:00",260,-6.64,10.57,2.725,3.032,3.128,3.236,3.393
"2023-05-30 10:30:00",261,-6.59,10.66,2.971,3.192,3.28,3.393,3.556
"2023-05-30 10:45:00",262,-6.579,10.7,3.045,3.255,3.335,3.424,3.584
"2023-05-30 11:00:00",263,-6.624,10.84,3.125,3.332,3.415,3.509,3.653
"2023-05-30 11:15:00",264,-6.695,10.96,3.302,3.484,3.548,3.639,3.78
"2023-05-30 11:30:00",265,-6.706,11.06,3.432,3.6,3.658,3.755,3.901
"2023-05-30 11:45:00",266,-6.73,11.23,3.556,3.702,3.752,3.848,3.986
"2023-05-30 12:00:00",267,-6.714,11.25,3.545,3.705,3.752,3.845,3.997
"2023-05-30 12:15:00",268,-6.7,11.32,3.453,3.647,3.693,3.779,3.942
"2023-05-30 12:30:00",269,-6.705,11.43,3.329,3.55,3.602,3.71,3.873
"2023-05-30 12:45:00",270,-6.671,11.52,3.329,3.552,3.605,3.704,3.864
"2023-05-30 13:00:00",271,-6.638,11.55,3.594,3.743,3.773,3.87,4.027
"2023-05-30 13:15:00",272,-6.624,11.61,3.594,3.743,3.762,3.848,4.013
"2023-05-30 13:30:00",273,-6.621,11.63,3.423,3.638,3.643,3.737,3.897
"2023-05-30 13:45:00",274,-6.644,11.68,3.265,3.533,3.533,3.624,3.779
"2023-05-30 14:00:00",275,-6.61,11.72,3.279,3.516,3.514,3.613,3.773
"2023-05-30 14:15:00",276,-6.586,11.81,3.334,3.552,3.55,3.638,3.795
"2023-05-30 14:30:00",277,-6.439,11.95,3.373,3.585,3.58,3.66,3.823
"2023-05-30 14:45:00",278,-6.605,11.92,3.282,3.53,3.519,3.599,3.773
"2023-05-30 15:00:00",279,-6.643,11.97,3.157,3.442,3.428,3.522,3.696
"2023-05-30 15:15:00",280,-6.367,12.01,3.116,3.395,3.381,3.472,3.643
"2023-05-30 15:30:00",281,-6.125,12,3.122,3.389,3.378,3.475,3.643
"2023-05-30 15:45:00",282,-5.887,12,3.166,3.392,3.398,3.489,3.652
"2023-05-30 16:00:00",283,-5.498,11.99,3.119,3.381,3.359,3.453,3.621
"2023-05-30 16:15:00",284,-5.338,11.96,3.044,3.315,3.296,3.381,3.547
"2023-05-30 16:30:00",285,-5.327,11.97,3.075,3.323,3.309,3.411,3.577
"2023-05-30 16:45:00",286,-5.344,11.96,3.086,3.321,3.31,3.406,3.572
"2023-05-30 17:00:00",287,-5.338,11.94,3.009,3.271,3.249,3.34,3.511
"2023-05-30 17:15:00",288,-5.358,11.94,2.97,3.243,3.205,3.298,3.467
"2023-05-30 17:30:00",289,-5.369,11.91,2.998,3.243,3.235,3.321,3.489
"2023-05-30 17:45:00",290,-5.388,11.92,2.998,3.221,3.213,3.31,3.47
"2023-05-30 18:00:00",291,-5.427,11.92,2.976,3.21,3.186,3.268,3.44
"2023-05-30 18:15:00",292,-5.488,11.89,2.954,3.172,3.152,3.249,3.406
"2023-05-30 18:30:00",293,-5.515,11.87,2.956,3.172,3.147,3.241,3.393
"2023-05-30 18:45:00",294,-5.538,11.78,2.934,3.152,3.128,3.224,3.387
"2023-05-30 19:00:00",295,-6.004,11.74,2.94,3.141,3.128,3.216,3.382
"2023-05-30 19:15:00",296,-6.396,11.67,2.94,3.125,3.117,3.213,3.371
"2023-05-30 19:30:00",297,-6.625,11.65,2.94,3.141,3.122,3.205,3.36
"2023-05-30 19:45:00",298,-6.705,11.66,2.929,3.119,3.117,3.194,3.357
"2023-05-30 20:00:00",299,-6.738,11.65,2.926,3.117,3.117,3.197,3.351
"2023-05-30 20:15:00",300,-6.835,11.59,2.923,3.106,3.092,3.188,3.354
"2023-05-30 20:30:00",301,-7.062,11.58,2.918,3.109,3.098,3.183,3.343
"2023-05-30 20:45:00",302,-7.148,11.53,2.904,3.084,3.084,3.181,3.335
"2023-05-30 21:00:00",303,-7.192,11.52,2.891,3.073,3.067,3.172,3.324
"2023-05-30 21:15:00",304,-7.25,11.49,2.888,3.073,3.07,3.175,3.33
"2023-05-30 21:30:00",305,-7.311,11.46,2.905,3.073,3.084,3.178,3.344
"2023-05-30 21:45:00",306,-7.413,11.21,2.918,3.081,3.095,3.189,3.341
"2023-05-30 22:00:00",307,-7.444,11.05,2.929,3.098,3.109,3.197,3.344
