"TOA5","CR10XPB_XE1075","","","","","","TFE_WP_Station2"
"TIMESTAMP","RECORD","B289_AVG","B521_AVG","B245_AVG","B105_AVG","B138_AVG","B576_AVG","B133_AVG"
"TS","RN","","","","","","",""
"","","","","","","","",""
"2023-06-19 05:45:00",2162,-7.985,4.108,2.383,2.684,2.764,2.866,3.051
"2023-06-19 06:00:00",2163,-7.99,4.15,2.377,2.689,2.772,2.885,3.054
"2023-06-19 06:15:00",2164,-7.99,4.106,2.377,2.692,2.775,2.896,3.065
"2023-06-19 06:30:00",2165,-8,4.05,2.341,2.681,2.775,2.888,3.056
"2023-06-19 06:45:00",2166,-8.01,4.061,2.341,2.662,2.764,2.871,3.048
"2023-06-19 07:00:00",2167,-8.01,4.067,2.33,2.67,2.767,2.877,3.048
"2023-06-19 07:15:00",2168,-7.993,4.067,2.333,2.67,2.764,2.882,3.051
"2023-06-19 07:30:00",2169,-7.999,4.067,2.333,2.673,2.764,2.885,3.065
"2023-06-19 07:45:00",2170,-8.02,4.042,2.322,2.673,2.775,2.899,3.059
"2023-06-19 08:00:00",2171,-8.02,3.962,2.325,2.681,2.78,2.894,3.079
"2023-06-19 08:15:00",2172,-8.02,3.926,2.341,2.684,2.786,2.907,3.079
"2023-06-19 08:30:00",2173,-8.02,3.918,2.352,2.692,2.791,2.91,3.078
"2023-06-19 08:45:00",2174,-8.04,3.874,2.347,2.686,2.789,2.902,3.07
"2023-06-19 09:00:00",2175,-7.717,3.796,2.33,2.678,2.772,2.885,3.056
"2023-06-19 09:15:00",2176,-7.759,3.824,2.314,2.662,2.764,2.885,3.048
"2023-06-19 09:30:00",2177,-8.09,3.788,2.339,2.664,2.769,2.894,3.065
"2023-06-19 09:45:00",2178,-8.23,3.802,2.366,2.698,2.8,2.924,3.084
"2023-06-19 10:00:00",2179,-8.26,3.832,2.33,2.698,2.802,2.918,3.092
"2023-06-19 10:15:00",2180,-8.27,3.827,2.339,2.714,2.825,2.952,3.115
"2023-06-19 10:30:00",2181,-8.23,3.835,2.358,2.725,2.836,2.963,3.128
"2023-06-19 10:45:00",2182,-8.18,3.796,2.388,2.758,2.863,2.99,3.161
"2023-06-19 11:00:00",2183,-8.06,3.783,2.355,2.736,2.849,2.971,3.142
"2023-06-19 11:15:00",2184,-7.974,3.796,2.363,2.767,2.896,3.661,3.142
"2023-06-19 11:30:00",2185,-7.885,3.841,2.43,2.811,2.927,3.045,3.208
"2023-06-19 11:45:00",2186,-7.822,3.904,2.565,2.935,3.029,3.153,3.31
"2023-06-19 12:00:00",2187,-7.761,3.937,2.791,3.12,3.203,3.305,3.473
"2023-06-19 12:15:00",2188,-7.703,3.943,2.94,3.25,3.324,3.418,3.581
"2023-06-19 12:30:00",2189,-7.612,3.987,3.009,3.308,3.363,3.451,3.609
"2023-06-19 12:45:00",2190,-7.51,4.023,3.371,3.584,3.617,3.691,3.843
"2023-06-19 13:00:00",2191,-7.438,4.042,4.003,4.094,4.047,4.1,4.227
"2023-06-19 13:15:00",2192,-7.435,4.086,3.757,3.937,3.851,3.876,4.014
"2023-06-19 13:30:00",2193,-7.459,4.116,2.951,3.376,3.321,3.365,3.503
"2023-06-19 13:45:00",2194,-7.506,4.155,2.598,3.083,3.07,3.128,3.285
"2023-06-19 14:00:00",2195,-7.624,4.141,2.628,3.067,3.061,3.133,3.288
"2023-06-19 14:15:00",2196,-7.71,4.221,2.796,3.164,3.166,3.238,3.376
"2023-06-19 14:30:00",2197,-7.818,4.19,2.664,3.106,3.1,3.175,3.318
"2023-06-19 14:45:00",2198,-7.804,4.193,2.537,3.003,3.001,3.078,3.221
"2023-06-19 15:00:00",2199,-7.774,4.21,2.501,2.959,2.968,3.037,3.199
"2023-06-19 15:15:00",2200,-7.729,4.229,2.559,2.97,2.984,3.059,3.208
"2023-06-19 15:30:00",2201,-7.68,4.229,2.576,2.979,2.981,3.064,3.221
"2023-06-19 15:45:00",2202,-7.774,4.083,2.578,2.97,2.97,3.05,3.213
"2023-06-19 16:00:00",2203,-8.11,3.956,2.584,2.965,2.97,3.169,3.155
"2023-06-19 16:15:00",2204,-9.03,3.939,2.705,3.039,3.053,3.125,3.277
"2023-06-19 16:30:00",2205,-9.57,3.906,2.6,2.99,2.995,3.07,3.224
"2023-06-19 16:45:00",2206,-9.68,3.859,2.592,2.973,2.979,3.059,3.213
"2023-06-19 17:00:00",2207,-9.68,3.812,2.52,2.923,2.929,3.014,3.175
"2023-06-19 17:15:00",2208,-9.56,3.787,2.44,2.863,2.879,2.962,3.122
"2023-06-19 17:30:00",2209,-9.45,3.782,2.399,2.821,2.838,2.923,3.092
"2023-06-19 17:45:00",2210,-9.31,3.721,2.371,2.791,2.813,2.901,3.061
"2023-06-19 18:00:00",2211,-9.31,3.705,2.38,2.772,2.807,2.887,3.067
"2023-06-19 18:15:00",2212,-9.13,3.683,2.388,2.772,2.796,2.899,3.056
"2023-06-19 18:30:00",2213,-8.98,3.677,2.413,2.78,2.81,2.907,3.067
"2023-06-19 18:45:00",2214,-8.98,3.641,2.421,2.766,2.805,2.896,3.067
"2023-06-19 19:00:00",2215,-8.94,3.6,2.435,2.766,2.81,2.907,3.067
"2023-06-19 19:15:00",2216,-8.92,3.597,2.454,2.783,2.816,2.921,3.083
"2023-06-19 19:30:00",2217,-8.91,3.564,2.465,2.783,2.835,2.937,3.095
"2023-06-19 19:45:00",2218,-8.84,3.534,2.474,2.783,2.838,2.948,3.1
"2023-06-19 20:00:00",2219,-8.75,3.305,2.418,2.739,2.783,2.901,3.053
"2023-06-19 20:15:00",2220,-8.73,3.274,2.36,2.692,2.725,2.824,2.993
"2023-06-19 20:30:00",2221,-8.69,3.219,2.33,2.65,2.681,2.788,2.938
"2023-06-19 20:45:00",2222,-8.66,3.305,2.322,2.634,2.667,2.764,2.929
"2023-06-19 21:00:00",2223,-8.61,3.465,2.308,2.62,2.67,2.766,2.924
"2023-06-19 21:15:00",2224,-8.58,3.457,2.319,2.615,2.675,2.772,2.94
"2023-06-19 21:30:00",2225,-8.53,3.214,2.314,2.62,2.67,2.775,2.935
"2023-06-19 21:45:00",2226,-8.48,3.128,2.297,2.604,2.667,2.764,2.935
"2023-06-19 22:00:00",2227,-8.48,3.114,2.297,2.606,2.675,2.786,2.954
"2023-06-19 22:15:00",2228,-8.51,3.065,2.294,2.601,2.678,2.783,2.96
"2023-06-19 22:30:00",2229,-8.51,3.114,2.303,2.615,2.684,2.794,2.957
"2023-06-19 22:45:00",2230,-8.51,3.125,2.305,2.612,2.7,2.805,2.968
"2023-06-19 23:00:00",2231,-8.53,3.095,2.305,2.623,2.709,2.819,2.987
"2023-06-19 23:15:00",2232,-8.58,3.051,2.303,2.62,2.7,2.819,2.987
"2023-06-19 23:30:00",2233,-8.68,3.076,2.297,2.612,2.7,2.822,2.996
"2023-06-19 23:45:00",2234,-8.75,3.062,2.306,2.637,2.72,2.833,3.01
"2023-06-20 00:00:00",2235,-8.75,3.048,2.303,2.623,2.722,2.841,2.999
"2023-06-20 00:15:00",2236,-8.84,3.029,2.306,2.64,2.736,2.858,3.034
"2023-06-20 00:30:00",2237,-8.85,3.04,2.297,2.645,2.739,2.863,3.029
"2023-06-20 00:45:00",2238,-8.87,3.137,2.311,2.659,2.742,2.855,3.037
"2023-06-20 01:00:00",2239,-8.9,3.186,2.311,2.648,2.745,2.872,3.043
"2023-06-20 01:15:00",2240,-8.94,3.228,2.328,2.67,2.772,2.894,3.076
"2023-06-20 01:30:00",2241,-8.99,3.255,2.322,2.665,2.775,2.894,3.068
"2023-06-20 01:45:00",2242,-8.97,3.261,2.322,2.667,2.781,2.902,3.082
"2023-06-20 02:00:00",2243,-9.07,3.255,2.317,2.662,2.78,2.913,3.076
"2023-06-20 02:15:00",2244,-9.1,3.269,2.325,2.673,2.786,2.916,3.09
"2023-06-20 02:30:00",2245,-9.13,3.264,2.347,2.695,2.803,2.935,3.101
"2023-06-20 02:45:00",2246,-9.09,3.264,2.33,2.687,2.805,2.932,3.104
"2023-06-20 03:00:00",2247,-9.07,3.269,2.342,2.7,2.811,2.946,3.109
"2023-06-20 03:15:00",2248,-9.12,3.327,2.353,2.709,2.816,2.935,3.112
"2023-06-20 03:30:00",2249,-9.16,3.333,2.347,2.7,2.808,2.946,3.115
"2023-06-20 03:45:00",2250,-9.15,3.341,2.358,2.717,2.827,2.954,3.137
"2023-06-20 04:00:00",2251,-9.19,3.341,2.366,2.714,2.825,2.971,3.134
"2023-06-20 04:15:00",2252,-9.23,3.355,2.355,2.709,2.833,2.963,3.126
"2023-06-20 04:30:00",2253,-9.26,3.374,2.369,2.731,2.836,2.974,3.14
"2023-06-20 04:45:00",2254,-9.31,3.344,2.372,2.734,2.852,2.979,3.153
"2023-06-20 05:00:00",2255,-9.33,3.358,2.386,2.742,2.855,2.988,3.159
"2023-06-20 05:15:00",2256,-9.4,3.383,2.386,2.739,2.863,2.999,3.164
"2023-06-20 05:30:00",2257,-9.45,3.424,2.366,2.739,2.855,2.988,3.156
"2023-06-20 05:45:00",2258,-9.46,3.438,2.336,2.701,2.819,2.952,3.129
"2023-06-20 06:00:00",2259,-9.52,3.471,2.33,2.695,2.822,2.952,3.126
"2023-06-20 06:15:00",2260,-9.37,3.548,2.344,2.714,2.833,2.965,3.142
"2023-06-20 06:30:00",2261,-8.91,3.562,2.339,2.714,2.844,2.968,3.142
"2023-06-20 06:45:00",2262,-8.7,3.556,2.336,2.723,2.85,2.971,3.156
"2023-06-20 07:00:00",2263,-8.41,3.603,2.328,2.728,2.858,2.982,3.156
"2023-06-20 07:15:00",2264,-8.26,3.659,2.336,2.728,2.852,2.979,3.153
"2023-06-20 07:30:00",2265,-8.51,3.659,2.33,2.714,2.85,2.971,3.153
"2023-06-20 07:45:00",2266,-8.73,3.681,2.314,2.706,2.836,2.957,3.134
"2023-06-20 08:00:00",2267,-8.74,4.757,2.295,2.676,2.811,2.938,3.115
"2023-06-20 08:15:00",2268,-8.7,7.071,2.391,2.783,2.905,3.029,3.197
"2023-06-20 08:30:00",2269,-8.71,7.08,2.344,2.758,2.885,3.015,3.181
"2023-06-20 08:45:00",2270,-8.72,7.127,2.377,2.792,2.921,3.059,3.211
"2023-06-20 09:00:00",2271,-8.7,7.207,2.391,2.808,2.949,3.076,3.242
"2023-06-20 09:15:00",2272,-8.7,7.232,2.413,2.333,3.012,3.112,3.269
"2023-06-20 09:30:00",2273,-8.7,7.353,2.488,2.899,3.037,3.145,3.322
"2023-06-20 09:45:00",2274,-8.69,7.53,2.537,2.96,3.068,3.197,3.36
"2023-06-20 10:00:00",2275,-8.66,7.632,2.629,3.029,3.142,3.266,3.421
"2023-06-20 10:15:00",2276,-8.59,7.709,2.769,3.137,3.255,3.366,3.515
"2023-06-20 10:30:00",2277,-8.47,7.709,2.94,3.264,3.371,3.506,3.628
"2023-06-20 10:45:00",2278,-8.39,7.733,3.181,3.462,3.548,3.653,3.799
"2023-06-20 11:00:00",2279,-8.4,7.772,3.371,3.622,3.7,3.777,3.923
"2023-06-20 11:15:00",2280,-8.45,7.78,3.41,3.664,3.713,3.799,3.945
"2023-06-20 11:30:00",2281,-8.47,7.819,3.517,3.73,3.777,3.857,4.001
"2023-06-20 11:45:00",2282,-8.43,7.879,3.791,3.959,3.959,4.028,4.169
"2023-06-20 12:00:00",2283,-8.4,7.895,3.611,3.823,3.826,3.898,4.036
"2023-06-20 12:15:00",2284,-8.37,7.967,3.376,3.638,3.644,3.727,3.873
"2023-06-20 12:30:00",2285,-8.41,7.953,3.144,3.456,3.481,3.564,3.721
"2023-06-20 12:45:00",2286,-8.42,7.925,3.335,3.578,3.594,3.677,3.823
"2023-06-20 13:00:00",2287,-8.4,7.975,4.232,4.298,4.229,4.262,4.378
"2023-06-20 13:15:00",2288,-8.31,8,3.517,3.898,3.793,3.812,3.936
"2023-06-20 13:30:00",2289,-8.25,7.994,2.526,3.26,3.202,3.233,3.357
"2023-06-20 13:45:00",2290,-8.03,7.978,2.313,3.053,3.014,3.056,3.194
"2023-06-20 14:00:00",2291,-7.912,7.917,2.327,2.99,2.956,3.023,3.155
"2023-06-20 14:15:00",2292,-7.829,7.878,2.388,2.979,2.954,3.012,3.155
"2023-06-20 14:30:00",2293,-7.796,7.906,2.52,3.023,3.003,3.07,3.21
"2023-06-20 14:45:00",2294,-7.765,7.79,2.526,3.017,2.995,3.061,3.199
"2023-06-20 15:00:00",2295,-7.699,7.74,2.449,2.959,2.94,3.017,3.164
"2023-06-20 15:15:00",2296,-7.663,7.721,2.413,2.929,2.91,2.981,3.128
"2023-06-20 15:30:00",2297,-7.58,7.702,2.396,2.893,2.885,2.956,3.108
"2023-06-20 15:45:00",2298,-7.509,7.696,2.432,2.901,2.893,2.968,2.992
"2023-06-20 16:00:00",2299,-7.55,7.669,2.487,3.122,2.879,2.979,3.15
"2023-06-20 16:15:00",2300,-7.456,7.602,2.562,2.976,2.979,3.056,3.188
"2023-06-20 16:30:00",2301,-7.475,7.597,2.504,2.948,2.959,3.037,3.183
"2023-06-20 16:45:00",2302,-7.473,7.605,2.418,2.918,2.918,2.998,3.15
"2023-06-20 17:00:00",2303,-7.611,7.583,2.322,2.835,2.843,2.921,3.075
"2023-06-20 17:15:00",2304,-7.624,7.55,2.225,2.763,2.774,2.852,3.003
"2023-06-20 17:30:00",2305,-7.636,7.539,2.186,2.725,2.73,2.816,2.956
"2023-06-20 17:45:00",2306,-7.622,7.517,2.192,2.697,2.705,2.791,2.951
"2023-06-20 18:00:00",2307,-7.605,7.486,2.214,2.683,2.703,2.78,2.934
"2023-06-20 18:15:00",2308,-7.66,7.42,2.23,2.661,2.694,2.788,2.94
"2023-06-20 18:30:00",2309,-7.743,7.393,2.261,2.683,2.7,2.799,2.951
"2023-06-20 18:45:00",2310,-7.826,7.335,2.25,2.661,2.686,2.785,2.943
"2023-06-20 19:00:00",2311,-7.851,7.293,2.275,2.669,2.694,2.783,2.948
"2023-06-20 19:15:00",2312,-7.873,7.271,2.286,2.656,2.686,2.785,2.945
"2023-06-20 19:30:00",2313,-7.845,7.243,2.286,2.645,2.689,2.794,2.943
"2023-06-20 19:45:00",2314,-7.859,7.199,2.302,2.65,2.7,2.796,2.968
"2023-06-20 20:00:00",2315,-7.882,7.172,2.3,2.639,2.686,2.794,2.957
"2023-06-20 20:15:00",2316,-7.884,7.164,2.297,2.656,2.7,2.805,2.97
"2023-06-20 20:30:00",2317,-7.824,7.145,2.305,2.653,2.706,2.81,2.976
"2023-06-20 20:45:00",2318,-7.816,7.123,2.314,2.656,2.717,2.819,2.987
"2023-06-20 21:00:00",2319,-7.769,7.104,2.316,2.67,2.722,2.824,2.998
"2023-06-20 21:15:00",2320,-7.714,7.096,2.341,2.681,2.747,2.847,3.02
"2023-06-20 21:30:00",2321,-7.686,7.082,2.344,2.684,2.744,2.855,3.015
"2023-06-20 21:45:00",2322,-7.662,7.068,2.336,2.681,2.747,2.849,3.02
"2023-06-20 22:00:00",2323,-7.634,7.032,2.347,2.684,2.761,2.863,3.037
"2023-06-20 22:15:00",2324,-7.584,7.021,2.361,2.695,2.761,2.869,3.04
"2023-06-20 22:30:00",2325,-7.548,6.98,2.361,2.7,2.758,2.871,3.037
"2023-06-20 22:45:00",2326,-7.526,6.98,2.358,2.697,2.772,2.882,3.048
"2023-06-20 23:00:00",2327,-7.584,6.911,2.369,2.708,2.766,2.891,3.051
"2023-06-20 23:15:00",2328,-7.675,6.897,2.369,2.703,2.78,2.899,3.067
"2023-06-20 23:30:00",2329,-7.631,6.853,2.369,2.72,2.794,2.91,3.073
"2023-06-20 23:45:00",2330,-7.626,6.847,2.372,2.708,2.794,2.899,3.073
"2023-06-21 00:00:00",2331,-7.595,6.831,2.374,2.708,2.794,2.907,3.059
"2023-06-21 00:15:00",2332,-7.565,6.831,2.374,2.708,2.802,2.921,3.087
"2023-06-21 00:30:00",2333,-7.535,6.825,2.374,2.722,2.802,2.921,3.084
"2023-06-21 00:45:00",2334,-7.501,6.806,2.372,2.717,2.8,2.921,3.087
"2023-06-21 01:00:00",2335,-7.449,6.789,2.369,2.714,2.805,2.918,3.087
"2023-06-21 01:15:00",2336,-7.427,6.778,2.38,2.728,2.813,2.927,3.101
"2023-06-21 01:30:00",2337,-7.399,6.748,2.399,2.736,2.833,2.943,3.114
"2023-06-21 01:45:00",2338,-7.339,6.745,2.413,2.75,2.847,2.957,3.128
"2023-06-21 02:00:00",2339,-7.303,6.723,2.421,2.758,2.852,2.976,3.142
"2023-06-21 02:15:00",2340,-7.27,6.709,2.419,2.761,2.855,2.976,3.136
"2023-06-21 02:30:00",2341,-7.247,6.684,2.421,2.766,2.858,2.974,3.142
"2023-06-21 02:45:00",2342,-7.267,6.668,2.397,2.75,2.847,2.96,3.139
"2023-06-21 03:00:00",2343,-7.212,6.673,2.405,2.753,2.841,2.96,3.134
"2023-06-21 03:15:00",2344,-7.148,6.668,2.394,2.744,2.838,2.957,3.128
"2023-06-21 03:30:00",2345,-7.085,6.646,2.385,2.736,2.833,2.949,3.12
"2023-06-21 03:45:00",2346,-7.068,6.61,2.383,2.742,2.824,2.946,3.123
"2023-06-21 04:00:00",2347,-7.035,6.593,2.391,2.747,2.847,2.954,3.125
"2023-06-21 04:15:00",2348,-6.961,6.585,2.38,2.742,2.838,2.954,3.128
"2023-06-21 04:30:00",2349,-6.911,6.566,2.377,2.736,2.833,2.957,3.126
"2023-06-21 04:45:00",2350,-6.74,6.541,2.386,2.747,2.847,2.965,3.137
"2023-06-21 05:00:00",2351,-6.593,6.535,2.385,2.744,2.841,2.965,3.136
"2023-06-21 05:15:00",2352,-6.535,6.541,2.374,2.742,2.844,2.968,3.134
"2023-06-21 05:30:00",2353,-6.585,6.538,2.366,2.739,2.844,2.965,3.136
"2023-06-21 05:45:00",2354,-6.555,6.533,2.363,2.725,2.838,2.954,3.128
"2023-06-21 06:00:00",2355,-6.516,6.519,2.347,2.714,2.827,2.943,3.123
"2023-06-21 06:15:00",2356,-6.436,6.486,2.328,2.711,2.816,2.943,3.117
"2023-06-21 06:30:00",2357,-6.249,6.478,2.314,2.689,2.808,2.938,3.104
"2023-06-21 06:45:00",2358,-6.094,6.489,2.325,2.712,2.822,2.952,3.131
"2023-06-21 07:00:00",2359,-6.036,6.503,2.344,2.72,2.844,2.977,3.137
"2023-06-21 07:15:00",2360,-5.973,6.478,2.347,2.723,2.844,2.971,3.148
"2023-06-21 07:30:00",2361,-5.909,6.489,2.391,2.781,2.897,3.026,3.192
"2023-06-21 07:45:00",2362,-5.834,6.505,2.352,2.753,2.883,3.001,3.173
"2023-06-21 08:00:00",2363,-5.779,6.536,2.369,3.349,2.849,3.004,3.189
"2023-06-21 08:15:00",2364,-5.588,6.577,2.355,2.764,2.894,3.026,3.197
"2023-06-21 08:30:00",2365,-5.506,6.632,2.408,2.816,2.952,3.076,3.261
"2023-06-21 08:45:00",2366,-5.475,6.685,2.446,2.855,2.979,3.104,3.272
"2023-06-21 09:00:00",2367,-5.572,6.707,2.524,2.913,3.034,3.161,3.338
"2023-06-21 09:15:00",2368,-5.693,6.734,2.606,2.99,3.114,3.233,3.396
"2023-06-21 09:30:00",2369,-5.696,6.764,2.711,3.067,3.181,3.294,3.465
"2023-06-21 09:45:00",2370,-5.715,6.797,2.78,3.134,3.23,3.338,3.506
"2023-06-21 10:00:00",2371,-5.743,6.668,2.838,3.189,3.286,3.39,3.559
"2023-06-21 10:15:00",2372,-5.873,6.651,2.96,3.283,3.363,3.47,3.642
"2023-06-21 10:30:00",2373,-6.03,6.704,3.073,3.371,3.451,3.556,3.719
"2023-06-21 10:45:00",2374,-6.386,6.748,3.192,3.479,3.542,3.639,3.794
"2023-06-21 11:00:00",2375,-6.764,6.83,3.341,3.592,3.642,3.738,3.882
"2023-06-21 11:15:00",2376,-7.051,6.883,3.501,3.721,3.749,3.81,3.978
"2023-06-21 11:30:00",2377,-7.119,6.946,3.73,3.898,3.912,3.981,4.119
"2023-06-21 11:45:00",2378,-7.279,7.017,3.898,4.05,4.033,4.069,4.218
"2023-06-21 12:00:00",2379,-7.42,6.967,3.376,3.688,3.669,3.729,3.884
"2023-06-21 12:15:00",2380,-7.371,6.962,2.907,3.326,3.36,3.404,3.569
"2023-06-21 12:30:00",2381,-7.52,7.048,2.945,3.29,3.313,3.393,3.522
"2023-06-21 12:45:00",2382,-7.434,7.075,3.315,3.567,3.583,3.636,3.771
"2023-06-21 13:00:00",2383,-7.666,7.048,3.862,4.03,3.948,3.978,4.113
"2023-06-21 13:15:00",2384,-8.02,7.07,2.981,3.533,3.44,3.475,3.6
"2023-06-21 13:30:00",2385,-7.644,7.092,2.311,3.097,3.045,3.083,3.216
"2023-06-21 13:45:00",2386,-7.9,7.117,2.164,2.948,2.91,2.945,3.086
"2023-06-21 14:00:00",2387,-8.15,7.138,2.258,2.934,2.91,2.956,3.1
"2023-06-21 14:15:00",2388,-8.82,7.172,2.391,2.987,2.954,3.003,3.147
"2023-06-21 14:30:00",2389,-8.98,7.277,2.393,2.992,2.937,3.001,3.133
"2023-06-21 14:45:00",2390,-9.01,7.23,2.297,2.929,2.89,2.94,3.086
"2023-06-21 15:00:00",2391,-9.17,7.205,2.311,2.912,2.882,2.932,3.078
"2023-06-21 15:15:00",2392,-9.42,7.161,2.244,2.865,2.827,2.887,3.026
"2023-06-21 15:30:00",2393,-9.46,7.166,2.228,2.824,2.799,2.86,3.003
"2023-06-21 15:45:00",2394,-9.59,7.163,2.291,2.838,2.813,2.879,3.017
"2023-06-21 16:00:00",2395,-9.65,7.147,2.352,2.865,2.843,2.901,3.045
"2023-06-21 16:15:00",2396,-9.42,7.108,2.167,2.959,2.89,2.926,3.075
"2023-06-21 16:30:00",2397,-9.34,7.061,2.239,2.813,2.791,2.852,2.987
"2023-06-21 16:45:00",2398,-9.07,7.006,2.123,2.725,2.711,2.766,2.921
"2023-06-21 17:00:00",2399,-9.02,6.998,2.12,2.691,2.678,2.752,2.893
"2023-06-21 17:15:00",2400,-9.07,6.984,2.175,2.7,2.691,2.76,2.912
"2023-06-21 17:30:00",2401,-9.16,6.954,2.219,2.711,2.689,2.774,2.923
"2023-06-21 17:45:00",2402,-9.26,6.937,2.228,2.708,2.697,2.758,2.912
"2023-06-21 18:00:00",2403,-9.32,6.934,2.258,2.697,2.691,2.766,2.929
"2023-06-21 18:15:00",2404,-9.43,6.912,2.247,2.686,2.675,2.755,2.915
"2023-06-21 18:30:00",2405,-9.45,6.882,2.272,2.689,2.686,2.766,2.921
"2023-06-21 18:45:00",2406,-9.59,6.86,2.294,2.683,2.689,2.772,2.934
"2023-06-21 19:00:00",2407,-9.63,6.846,2.324,2.7,2.705,2.788,2.94
"2023-06-21 19:15:00",2408,-9.66,6.816,2.338,2.703,2.708,2.791,2.937
"2023-06-21 19:30:00",2409,-9.86,6.796,2.338,2.697,2.711,2.783,2.948
"2023-06-21 19:45:00",2410,-9.92,6.749,2.333,2.694,2.697,2.788,2.945
"2023-06-21 20:00:00",2411,-9.92,6.736,2.346,2.691,2.714,2.796,2.962
"2023-06-21 20:15:00",2412,-9.85,6.716,2.352,2.705,2.716,2.805,2.965
"2023-06-21 20:30:00",2413,-9.88,6.7,2.371,2.708,2.722,2.81,2.973
"2023-06-21 20:45:00",2414,-9.8,6.684,2.385,2.706,2.736,2.821,2.987
"2023-06-21 21:00:00",2415,-9.66,6.684,2.402,2.725,2.75,2.852,3.009
"2023-06-21 21:15:00",2416,-9.7,6.667,2.399,2.714,2.752,2.844,3.004
"2023-06-21 21:30:00",2417,-9.75,6.623,2.394,2.717,2.747,2.835,3.007
"2023-06-21 21:45:00",2418,-9.67,6.607,2.388,2.722,2.75,2.844,3.004
"2023-06-21 22:00:00",2419,-9.67,6.585,2.408,2.733,2.766,2.858,3.015
"2023-06-21 22:15:00",2420,-9.67,6.568,2.416,2.733,2.769,2.866,3.034
"2023-06-21 22:30:00",2421,-9.69,6.543,2.408,2.728,2.769,2.866,3.037
"2023-06-21 22:45:00",2422,-9.69,6.513,2.399,2.72,2.766,2.877,3.023
"2023-06-21 23:00:00",2423,-9.73,6.505,2.385,2.714,2.753,2.86,3.018
"2023-06-21 23:15:00",2424,-9.75,6.494,2.374,2.711,2.753,2.858,3.009
"2023-06-21 23:30:00",2425,-9.55,6.488,2.385,2.708,2.755,2.852,3.023
"2023-06-21 23:45:00",2426,-9.01,6.469,2.396,2.728,2.772,2.877,3.037
"2023-06-22 00:00:00",2427,-8.34,6.38,2.413,2.722,2.783,2.885,3.031
"2023-06-22 00:15:00",2428,-7.996,6.303,2.396,2.714,2.772,2.874,3.034
"2023-06-22 00:30:00",2429,-7.871,6.22,2.344,2.667,2.728,2.83,2.99
"2023-06-22 00:45:00",2430,-7.869,6.193,2.289,2.626,2.684,2.789,2.951
"2023-06-22 01:00:00",2431,-7.896,6.223,2.264,2.601,2.662,2.764,2.943
"2023-06-22 01:15:00",2432,-7.924,6.256,2.245,2.593,2.653,2.761,2.929
"2023-06-22 01:30:00",2433,-7.957,6.259,2.256,2.593,2.659,2.767,2.946
"2023-06-22 01:45:00",2434,-7.963,6.29,2.25,2.595,2.662,2.767,2.935
"2023-06-22 02:00:00",2435,-7.963,6.295,2.253,2.587,2.676,2.778,2.946
"2023-06-22 02:15:00",2436,-7.991,6.215,2.259,2.604,2.675,2.786,2.952
"2023-06-22 02:30:00",2437,-8.01,6.223,2.264,2.609,2.684,2.791,2.96
"2023-06-22 02:45:00",2438,-8.06,6.199,2.261,2.617,2.684,2.797,2.963
"2023-06-22 03:00:00",2439,-8.07,6.182,2.275,2.631,2.695,2.814,2.988
"2023-06-22 03:15:00",2440,-8.07,6.18,2.289,2.634,2.712,2.825,2.996
"2023-06-22 03:30:00",2441,-8.05,6.163,2.295,2.642,2.723,2.836,3.001
"2023-06-22 03:45:00",2442,-8.06,6.174,2.317,2.659,2.753,2.869,3.032
"2023-06-22 04:00:00",2443,-8.04,6.199,2.3,2.653,2.728,2.847,3.012
"2023-06-22 04:15:00",2444,-8.03,6.168,2.308,2.656,2.736,2.858,3.015
"2023-06-22 04:30:00",2445,-8.01,6.157,2.308,2.662,2.742,2.855,3.029
"2023-06-22 04:45:00",2446,-7.997,6.171,2.314,2.662,2.747,2.861,3.035
"2023-06-22 05:00:00",2447,-8,6.174,2.328,2.673,2.758,2.88,3.04
"2023-06-22 05:15:00",2448,-7.996,6.196,2.336,2.687,2.772,2.891,3.065
"2023-06-22 05:30:00",2449,-7.935,6.193,2.344,2.695,2.786,2.894,3.07
"2023-06-22 05:45:00",2450,-7.925,6.171,2.336,2.689,2.758,2.885,3.059
"2023-06-22 06:00:00",2451,-7.936,6.171,2.353,2.706,2.805,2.916,3.082
"2023-06-22 06:15:00",2452,-7.963,6.235,2.322,2.684,2.77,2.877,3.057
"2023-06-22 06:30:00",2453,-7.919,6.251,2.317,2.678,2.772,2.883,3.054
"2023-06-22 06:45:00",2454,-7.87,6.265,2.328,2.687,2.778,2.897,3.073
"2023-06-22 07:00:00",2455,-7.85,6.282,2.325,2.687,2.781,2.899,3.079
"2023-06-22 07:15:00",2456,-7.858,6.307,2.319,2.7,2.789,2.902,3.081
"2023-06-22 07:30:00",2457,-7.9,6.331,2.3,2.689,2.797,2.91,3.09
"2023-06-22 07:45:00",2458,-7.963,6.345,2.319,2.711,2.819,2.935,3.123
"2023-06-22 08:00:00",2459,-8.06,6.378,2.339,2.728,2.841,2.957,3.134
"2023-06-22 08:15:00",2460,-8.24,6.403,2.377,2.775,2.872,2.996,3.244
"2023-06-22 08:30:00",2461,-8.37,6.448,2.416,2.805,2.913,3.032,3.2
"2023-06-22 08:45:00",2462,-8.4,6.489,2.488,2.866,2.971,3.09,3.258
